source_video,frame_index,timestamp_sec,sample_fps,video_fps,participant_id,view_angle,camera_type,label,model_id,prob_incorrect,pred_label,rule_status,rule_warnings,error_type
dataset\external_videos\correct\P06_correct_front_001.mp4,294,9.820621,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,308,10.288269,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,322,10.755918,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,336,11.223566,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,350,11.691215,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,364,12.158864,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,378,12.626512,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,392,13.094161,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,406,13.561809,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,420,14.029458,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,434,14.497107,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,448,14.964755,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,462,15.432404,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,476,15.900052,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,490,16.367701,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,504,16.83535,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,518,17.302998,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,532,17.770647,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,546,18.238295,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,560,18.705944,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,574,19.173593,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,588,19.641241,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,602,20.10889,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,616,20.576538,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,630,21.044187,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,644,21.511836,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,658,21.979484,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,672,22.447133,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,686,22.914781,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,700,23.38243,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,714,23.850079,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,728,24.317727,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,742,24.785376,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,756,25.253024,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,770,25.720673,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,784,26.188322,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,798,26.65597,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,812,27.123619,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,826,27.591267,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,840,28.058916,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,854,28.526565,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,868,28.994213,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,882,29.461862,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,896,29.92951,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,910,30.397159,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,924,30.864808,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,938,31.332456,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,952,31.800105,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,966,32.267753,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,980,32.735402,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,994,33.203051,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1008,33.670699,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1022,34.138348,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1036,34.605996,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1050,35.073645,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1064,35.541294,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1078,36.008942,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1092,36.476591,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1106,36.944239,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1120,37.411888,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1134,37.879537,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1148,38.347185,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1162,38.814834,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1176,39.282482,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1190,39.750131,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1204,40.21778,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1218,40.685428,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1232,41.153077,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1246,41.620725,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1260,42.088374,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1274,42.556023,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1288,43.023671,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1302,43.49132,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1316,43.958968,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1330,44.426617,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1344,44.894266,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1358,45.361914,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1372,45.829563,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1386,46.297211,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1400,46.76486,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1414,47.232509,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1428,47.700157,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1442,48.167806,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1456,48.635454,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1470,49.103103,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Lệch vai hoặc nghiêng vai; Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1484,49.570752,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1498,50.0384,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1512,50.506049,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1526,50.973697,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1540,51.441346,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1554,51.908995,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1568,52.376643,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1582,52.844292,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1596,53.31194,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1610,53.779589,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
dataset\external_videos\correct\P06_correct_front_001.mp4,1624,54.247238,2.0,29.937008292579204,P06,front,external_video,0,rule_based_baseline,1.0,1,INCORRECT,Mũi gần ngang vai / rụt cổ quá sâu,false_positive
